areaCode,areaName,areaType,date,newAdmissions
K02000001,United Kingdom,overview,2020-05-07,1166
K02000001,United Kingdom,overview,2020-05-06,1206
K02000001,United Kingdom,overview,2020-05-05,1146
K02000001,United Kingdom,overview,2020-05-04,1249
K02000001,United Kingdom,overview,2020-05-03,1188
K02000001,United Kingdom,overview,2020-05-02,1181
K02000001,United Kingdom,overview,2020-05-01,1263
K02000001,United Kingdom,overview,2020-04-30,1442
K02000001,United Kingdom,overview,2020-04-29,1488
K02000001,United Kingdom,overview,2020-04-28,1518
K02000001,United Kingdom,overview,2020-04-27,1538
K02000001,United Kingdom,overview,2020-04-26,1355
K02000001,United Kingdom,overview,2020-04-25,1253
K02000001,United Kingdom,overview,2020-04-24,1525
K02000001,United Kingdom,overview,2020-04-23,1514
K02000001,United Kingdom,overview,2020-04-22,1529
K02000001,United Kingdom,overview,2020-04-21,1713
K02000001,United Kingdom,overview,2020-04-20,1734
K02000001,United Kingdom,overview,2020-04-19,1657
K02000001,United Kingdom,overview,2020-04-18,1629
K02000001,United Kingdom,overview,2020-04-17,1967
K02000001,United Kingdom,overview,2020-04-16,2011
K02000001,United Kingdom,overview,2020-04-15,1880
K02000001,United Kingdom,overview,2020-04-14,2088
K02000001,United Kingdom,overview,2020-04-13,2163
K02000001,United Kingdom,overview,2020-04-12,2066
K02000001,United Kingdom,overview,2020-04-11,2163
K02000001,United Kingdom,overview,2020-04-10,2462
K02000001,United Kingdom,overview,2020-04-09,2629
K02000001,United Kingdom,overview,2020-04-08,2967
K02000001,United Kingdom,overview,2020-04-07,3150
K02000001,United Kingdom,overview,2020-04-06,3046
K02000001,United Kingdom,overview,2020-04-05,2916
K02000001,United Kingdom,overview,2020-04-04,2922
K02000001,United Kingdom,overview,2020-04-03,2930
K02000001,United Kingdom,overview,2020-04-02,3286
K02000001,United Kingdom,overview,2020-04-01,3567
K02000001,United Kingdom,overview,2020-03-31,2832
K02000001,United Kingdom,overview,2020-03-30,3192
K02000001,United Kingdom,overview,2020-03-29,2489
K02000001,United Kingdom,overview,2020-03-28,2192
K02000001,United Kingdom,overview,2020-03-27,2229
K02000001,United Kingdom,overview,2020-03-26,1930
K02000001,United Kingdom,overview,2020-03-25,2085
K02000001,United Kingdom,overview,2020-03-24,1718
K02000001,United Kingdom,overview,2020-03-23,1274
